Instance,Vcr
i06,57
6,369,338
6,345,339
6,344,340
6,341,362
6,342,350
6,346,365
6,347,356
6,348,352
6,349,371
6,351,364
6,355,367
6,357,359
6,363,360
6,361,366
6,372,379
6,411,373
6,374,412
6,375,405
6,376,380
6,392,377
6,388,378
6,406,381
6,413,382
6,384,383
6,385,395
6,404,386
6,408,387
6,389,394
6,390,400
6,409,391
6,393,407
6,410,396
6,403,397
6,401,398
6,402,399
6,452,414
6,415,483
6,416,423
6,417,460
6,418,453
6,449,419
6,421,420
6,493,422
6,433,424
6,446,425
6,426,465
6,427,487
6,428,448
6,480,429
6,447,430
6,431,486
6,432,454
6,458,434
6,474,435
6,470,436
6,481,437
6,459,438
6,468,439
6,440,490
6,441,442
6,443,476
6,466,444
6,489,445
6,450,479
6,451,473
6,463,455
6,456,491
6,482,457
6,461,485
6,492,462
6,464,484
6,467,472
6,469,475
6,471,478
6,488,477
6,566,494
6,576,495
6,496,549
6,516,497
6,548,498
6,499,573
6,500,526
6,501,561
6,553,502
6,503,562
6,504,552
6,505,515
6,506,554
6,507,527
6,538,508
6,509,543
6,559,510
6,511,568
6,519,512
6,513,531
6,546,514
6,528,517
6,547,518
6,533,520
6,529,521
6,524,522
6,540,523
6,525,560
6,569,530
6,532,570
6,534,571
6,535,541
6,536,558
6,537,550
6,572,539
6,577,542
6,565,544
6,545,557
6,564,551
6,555,563
6,574,556
6,575,567
6,579,578
6,580,581
6,599,582
6,596,583
6,584,593
6,585,586
6,594,587
6,588,597
6,589,598
6,591,590
6,595,592
6,600,601
6,602,603
6,604,655
6,605,609
6,643,606
6,607,631
6,608,624
6,610,618
6,611,620
6,612,647
6,645,613
6,614,653
6,615,641
6,616,621
6,617,619
6,652,622
6,648,623
6,625,627
6,626,630
6,651,628
6,654,629
6,656,632
6,633,640
6,634,638
6,635,644
6,657,636
6,646,637
6,639,642
6,650,649
6,668,658
6,659,692
6,660,716
6,661,664
6,696,662
6,663,695
6,665,713
6,666,676
6,683,667
6,691,669
6,670,701
6,671,698
6,672,674
6,673,707
6,675,687
6,712,677
6,711,678
6,679,709
6,680,715
6,705,681
6,689,682
6,684,690
6,685,688
6,686,710
6,699,693
6,694,704
6,697,706
6,703,700
6,714,702
6,708,717
7,7,0
7,1,4
7,9,2
7,3,6
7,5,8
7,10,14
7,11,12
7,13,17
7,15,16
7,18,22
7,19,23
7,20,24
7,21,25
7,26,30
7,27,32
7,29,28
7,31,33
7,44,34
7,48,35
7,36,37
7,38,53
7,39,41
7,40,65
7,42,45
7,60,43
7,61,46
7,47,52
7,56,49
7,64,50
7,51,58
7,54,59
7,55,63
7,62,57
7,73,66
7,67,70
7,75,68
7,69,72
7,71,74
7,76,80
7,77,78
7,79,83
7,81,82
7,84,88
7,85,89
7,86,90
7,87,91
7,92,96
7,93,97
7,94,98
7,95,99
7,100,104
7,101,105
7,102,106
7,103,107
7,108,112
7,109,113
7,110,114
7,111,115
7,116,120
7,117,121
7,118,122
7,119,123
7,124,128
7,125,129
7,126,130
7,127,131
7,132,136
7,133,137
7,134,138
7,135,139
7,140,144
7,141,145
7,142,146
7,143,147
7,151,148
7,149,150
7,152,215
7,200,153
7,154,163
7,155,196
7,165,156
7,157,164
7,158,173
7,159,201
7,209,160
7,168,161
7,205,162
7,208,166
7,210,167
7,178,169
7,207,170
7,216,171
7,204,172
7,174,175
7,176,218
7,192,177
7,185,179
7,180,220
7,183,181
7,182,189
7,184,187
7,214,186
7,195,188
7,190,217
7,191,199
7,197,193
7,203,194
7,211,198
7,202,219
7,206,213
7,212,221
7,222,238
7,226,223
7,228,224
7,233,225
7,227,240
7,229,231
7,237,230
7,232,241
7,234,236
7,239,235
7,246,242
7,248,243
7,253,244
7,245,250
7,247,249
7,251,252
7,296,254
7,255,278
7,256,323
7,308,257
7,258,314
7,259,280
7,260,282
7,261,311
7,262,302
7,322,263
7,267,264
7,268,265
7,301,266
7,300,269
7,288,270
7,271,315
7,287,272
7,286,273
7,293,274
7,294,275
7,316,276
7,283,277
7,279,298
7,299,281
7,284,325
7,285,292
7,289,303
7,317,290
7,291,305
7,295,307
7,321,297
7,318,304
7,310,306
7,309,320
7,313,312
7,319,324
7,358,326
7,327,349
7,354,328
7,329,347
7,344,330
7,340,331
7,332,351
7,367,333
7,334,337
7,339,335
7,362,336
7,338,355
7,341,357
7,369,342
7,343,353
7,345,361
7,356,346
7,359,348
7,350,371
7,352,365
7,360,370
7,366,363
7,364,368
7,372,384
7,373,389
7,379,374
7,387,375
7,377,376
7,412,378
7,380,413
7,381,409
7,382,388
7,383,411
7,385,407
7,386,393
7,402,390
7,391,392
7,400,394
7,404,395
7,396,401
7,397,406
7,398,410
7,399,403
7,405,408
7,414,421
7,415,456
7,416,488
7,422,417
7,490,418
7,419,446
7,437,420
7,484,423
7,424,430
7,429,425
7,445,426
7,427,483
7,428,451
7,431,434
7,462,432
7,473,433
7,479,435
7,454,436
7,458,438
7,439,443
7,477,440
7,476,441
7,448,442
7,444,460
7,469,447
7,455,449
7,493,450
7,463,452
7,478,453
7,487,457
7,459,471
7,470,461
7,464,474
7,468,465
7,472,466
7,489,467
7,475,482
7,480,481
7,485,491
7,486,492
7,494,513
7,495,556
7,496,579
7,510,497
7,509,498
7,499,532
7,570,500
7,501,566
7,502,517
7,526,503
7,504,569
7,576,505
7,551,506
7,522,507
7,508,562
7,560,511
7,539,512
7,514,533
7,515,568
7,553,516
7,518,567
7,574,519
7,520,550
7,521,564
7,523,548
7,524,536
7,541,525
7,527,545
7,557,528
7,529,540
7,546,530
7,531,565
7,534,554
7,578,535
7,537,559
7,538,555
7,542,575
7,543,547
7,544,577
7,549,552
7,558,571
7,563,561
7,573,572
7,580,586
7,581,585
7,582,584
7,583,591
7,587,590
7,593,588
7,597,589
7,592,594
7,595,599
7,598,596
7,655,600
7,601,608
7,644,602
7,603,647
7,657,604
7,622,605
7,606,611
7,627,607
7,609,643
7,631,610
7,613,612
7,614,650
7,653,615
7,616,626
7,642,617
7,618,646
7,619,640
7,620,639
7,621,633
7,623,625
7,624,645
7,628,634
7,629,637
7,641,630
7,654,632
7,635,652
7,636,638
7,656,648
7,649,651
7,661,658
7,660,659
7,662,686
7,663,709
7,664,665
7,710,666
7,667,708
7,681,668
7,669,678
7,715,670
7,672,671
7,673,692
7,674,685
7,682,675
7,676,680
7,677,684
7,700,679
7,706,683
7,693,687
7,688,701
7,689,714
7,690,699
7,716,691
7,697,694
7,695,703
7,707,696
7,698,705
7,702,711
7,713,704
7,717,712
8,0,8
8,28,1
8,27,2
8,19,3
8,4,31
8,5,11
8,6,18
8,26,7
8,22,9
8,25,10
8,12,32
8,14,13
8,33,15
8,30,16
8,23,17
8,29,20
8,24,21
8,34,58
8,35,54
8,60,36
8,37,38
8,65,39
8,40,46
8,44,41
8,52,42
8,43,63
8,45,55
8,48,47
8,50,49
8,59,51
8,53,61
8,57,56
8,64,62
8,123,66
8,121,67
8,132,68
8,137,69
8,70,151
8,71,149
8,72,118
8,73,100
8,97,74
8,75,142
8,148,76
8,128,77
8,78,122
8,79,143
8,80,135
8,91,81
8,82,108
8,144,83
8,120,84
8,106,85
8,125,86
8,101,87
8,88,116
8,89,131
8,90,94
8,113,92
8,104,93
8,136,95
8,96,133
8,98,102
8,99,110
8,115,103
8,105,119
8,107,141
8,138,109
8,129,111
8,112,124
8,147,114
8,150,117
8,145,126
8,130,127
8,139,134
8,146,140
8,214,152
8,153,156
8,204,154
8,220,155
8,157,210
8,169,158
8,165,159
8,160,183
8,161,195
8,196,162
8,163,191
8,179,164
8,166,167
8,190,168
8,170,198
8,171,218
8,172,189
8,173,208
8,174,188
8,175,203
8,176,209
8,177,202
8,178,180
8,181,200
8,221,182
8,193,184
8,212,185
8,186,205
8,187,197
8,201,192
8,194,207
8,199,216
8,217,206
8,215,211
8,219,213
8,240,222
8,223,225
8,229,224
8,226,228
8,227,232
8,230,239
8,238,231
8,233,237
8,241,234
8,236,235
8,242,253
8,247,243
8,244,251
8,252,245
8,250,246
8,249,248
8,254,271
8,255,312
8,256,308
8,257,324
8,258,307
8,266,259
8,279,260
8,261,305
8,269,262
8,263,317
8,264,309
8,265,302
8,292,267
8,294,268
8,270,273
8,272,295
8,274,323
8,275,290
8,278,276
8,277,319
8,280,298
8,281,287
8,310,282
8,303,283
8,284,289
8,285,291
8,297,286
8,314,288
8,293,316
8,313,296
8,299,321
8,306,300
8,322,301
8,325,304
8,311,318
8,315,320
8,337,326
8,327,363
8,328,345
8,371,329
8,330,356
8,331,369
8,333,332
8,339,334
8,335,367
8,347,336
8,338,346
8,368,340
8,370,341
8,342,360
8,343,366
8,359,344
8,348,351
8,365,349
8,353,350
8,352,354
8,355,364
8,357,358
8,361,362
8,381,372
8,373,374
8,407,375
8,401,376
8,395,377
8,378,392
8,379,406
8,380,405
8,411,382
8,398,383
8,384,389
8,412,385
8,396,386
8,390,387
8,397,388
8,410,391
8,394,393
8,399,404
8,403,400
8,413,402
8,408,409
8,438,414
8,426,415
8,457,416
8,425,417
8,454,418
8,476,419
8,420,470
8,453,421
8,422,466
8,423,441
8,424,437
8,460,427
8,450,428
8,429,448
8,430,469
8,471,431
8,447,432
8,434,433
8,435,455
8,436,492
8,446,439
8,440,445
8,442,468
8,443,484
8,488,444
8,449,463
8,451,478
8,474,452
8,456,464
8,491,458
8,487,459
8,475,461
8,462,473
8,465,490
8,477,467
8,486,472
8,482,479
8,483,480
8,481,489
8,485,493
8,494,502
8,495,507
8,539,496
8,497,529
8,498,575
8,522,499
8,500,545
8,503,501
8,548,504
8,518,505
8,517,506
8,508,543
8,557,509
8,532,510
8,523,511
8,512,541
8,526,513
8,514,534
8,577,515
8,516,520
8,519,538
8,521,546
8,567,524
8,552,525
8,559,527
8,566,528
8,530,533
8,531,549
8,554,535
8,540,536
8,572,537
8,550,542
8,544,576
8,571,547
8,556,551
8,561,553
8,564,555
8,558,565
8,562,560
8,563,570
8,568,578
8,573,569
8,579,574
8,589,580
8,581,597
8,591,582
8,583,587
8,584,594
8,585,593
8,586,598
8,588,595
8,590,596
8,592,599
8,600,644
8,626,601
8,602,643
8,603,618
8,604,615
8,608,605
8,606,649
8,607,655
8,609,642
8,610,635
8,611,657
8,638,612
8,613,619
8,646,614
8,639,616
8,647,617
8,629,620
8,632,621
8,651,622
8,624,623
8,633,625
8,640,627
8,648,628
8,630,654
8,631,641
8,634,636
8,637,652
8,645,656
8,650,653
8,658,673
8,670,659
8,709,660
8,683,661
8,685,662
8,684,663
8,692,664
8,665,667
8,666,703
8,671,668
8,699,669
8,675,672
8,708,674
8,704,676
8,717,677
8,678,712
8,679,707
8,680,681
8,695,682
8,686,689
8,687,700
8,688,702
8,696,690
8,691,697
8,693,713
8,698,694
8,701,714
8,705,715
8,711,706
8,716,710
9,32,0
9,18,1
9,2,33
9,3,5
9,4,15
9,20,6
9,7,24
9,8,13
9,9,27
9,22,10
9,17,11
9,23,12
9,14,28
9,16,26
9,31,19
9,30,21
9,25,29
9,34,38
9,35,37
9,36,48
9,55,39
9,63,40
9,41,57
9,65,42
9,46,43
9,50,44
9,45,61
9,47,60
9,49,64
9,53,51
9,54,52
9,62,56
9,58,59
9,66,79
9,120,67
9,68,70
9,69,119
9,107,71
9,144,72
9,76,73
9,74,92
9,126,75
9,115,77
9,78,128
9,80,130
9,81,118
9,82,90
9,83,132
9,84,136
9,121,85
9,103,86
9,87,100
9,102,88
9,99,89
9,91,137
9,93,101
9,146,94
9,95,145
9,96,112
9,149,97
9,142,98
9,104,139
9,148,105
9,143,106
9,114,108
9,109,125
9,147,110
9,123,111
9,133,113
9,116,127
9,117,134
9,122,150
9,140,124
9,135,129
9,131,141
9,151,138
9,180,152
9,188,153
9,156,154
9,155,166
9,194,157
9,158,175
9,159,204
9,192,160
9,161,196
9,162,165
9,177,163
9,164,207
9,167,220
9,168,206
9,169,216
9,170,186
9,213,171
9,202,172
9,189,173
9,218,174
9,211,176
9,201,178
9,179,200
9,208,181
9,182,183
9,184,203
9,185,190
9,217,187
9,219,191
9,193,214
9,205,195
9,197,221
9,198,210
9,199,215
9,209,212
9,222,233
9,239,223
9,224,238
9,225,230
9,235,226
9,234,227
9,231,228
9,240,229
9,237,232
9,241,236
9,243,242
9,244,247
9,245,253
9,248,246
9,249,251
9,250,252
9,254,255
9,276,256
9,323,257
9,275,258
9,259,284
9,260,287
9,320,261
9,262,293
9,263,269
9,264,278
9,265,279
9,286,266
9,324,267
9,268,315
9,314,270
9,271,311
9,272,319
9,273,280
9,290,274
9,325,277
9,309,281
9,282,291
9,283,292
9,304,285
9,298,288
9,289,294
9,297,295
9,296,310
9,303,299
9,312,300
9,301,316
9,302,313
9,305,308
9,306,322
9,307,317
9,318,321
9,326,330
9,351,327
9,364,328
9,333,329
9,331,348
9,332,357
9,369,334
9,365,335
9,336,352
9,337,361
9,363,338
9,353,339
9,360,340
9,341,350
9,362,342
9,367,343
9,344,371
9,345,347
9,346,355
9,349,359
9,354,356
9,358,370
9,368,366
9,375,372
9,406,373
9,374,403
9,376,379
9,409,377
9,378,405
9,384,380
9,383,381
9,382,390
9,385,398
9,386,397
9,404,387
9,388,412
9,389,408
9,391,413
9,392,401
9,393,395
9,394,396
9,407,399
9,400,411
9,402,410
9,414,480
9,415,487
9,416,486
9,417,462
9,418,425
9,419,428
9,455,420
9,421,482
9,432,422
9,423,485
9,479,424
9,456,426
9,457,427
9,430,429
9,441,431
9,433,439
9,434,459
9,435,490
9,436,473
9,437,471
9,438,481
9,440,475
9,442,450
9,452,443
9,453,444
9,445,454
9,447,446
9,463,448
9,461,449
9,467,451
9,458,476
9,460,474
9,464,472
9,465,489
9,466,469
9,468,491
9,470,477
9,484,478
9,483,488
9,492,493
9,505,494
9,506,495
9,496,501
9,497,551
9,520,498
9,499,531
9,562,500
9,567,502
9,542,503
9,532,504
9,507,515
9,534,508
9,533,509
9,510,571
9,511,540
9,512,553
9,513,557
9,555,514
9,559,516
9,550,517
9,575,518
9,547,519
9,561,521
9,568,522
9,554,523
9,543,524
9,525,526
9,527,579
9,528,577
9,529,563
9,576,530
9,535,572
9,536,537
9,556,538
9,552,539
9,578,541
9,570,544
9,545,564
9,548,546
9,549,560
9,569,558
9,565,566
9,574,573
9,580,593
9,595,581
9,585,582
9,597,583
9,599,584
9,586,591
9,596,587
9,598,588
9,594,589
9,590,592
9,602,600
9,601,611
9,623,603
9,644,604
9,605,647
9,625,606
9,617,607
9,645,608
9,615,609
9,610,624
9,612,636
9,653,613
9,614,649
9,656,616
9,618,631
9,619,655
9,620,657
9,637,621
9,622,626
9,627,629
9,628,654
9,630,633
9,635,632
9,650,634
9,638,648
9,643,639
9,642,640
9,652,641
9,651,646
9,658,672
9,659,686
9,668,660
9,710,661
9,662,666
9,692,663
9,702,664
9,677,665
9,714,667
9,669,693
9,670,674
9,707,671
9,673,695
9,708,675
9,676,691
9,678,699
9,679,696
9,680,713
9,681,697
9,682,688
9,683,711
9,687,684
9,712,685
9,689,701
9,690,698
9,694,705
9,715,700
9,703,717
9,704,709
9,706,716
